artist_name,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,Hit
Borgore,Dolphin Attack,0.00125,0.535,268499,0.935,0.9,0.396,-2.89,0.0451,127.974,0.339,0
Borgore,Nope (feat. ShayGray),0.00465,0.733,231736,0.82,0.00147,0.0687,-5.94,0.212,145.064,0.347,0
Bow Wow,Let Me Hold You,0.0915,0.815,248493,0.662,0.000409,0.0898,-8.244,0.199,151.518,0.611,1
Bow Wow,Outta My System,0.0917,0.772,238267,0.59,0,0.101,-6.957,0.183,83.998,0.743,1
Bow Wow,Shortie Like Mine,0.0891,0.763,267507,0.629,0,0.169,-8.66,0.225,142.149,0.709,1
Boys Like Girls,Two Is Better Than One,0.189,0.521,242840,0.702,0,0.0962,-5.189,0.0331,127.976,0.25,1
Brad Paisley,Then (Piano Mix),0.862,0.544,260493,0.34,3.57E-06,0.0957,-8.95,0.0291,144.812,0.257,1
Breaking Benjamin,Feed the Wolf,3.15E-05,0.4,198040,0.982,8.20E-05,0.133,-2.147,0.123,155.046,0.384,0
Bret Ernst,If I Had a Vagina,0.9,0.597,124093,0.605,0,0.816,-10.807,0.894,110.14,0.459,0
Brett Young,Olivia Mae,0.0515,0.515,222320,0.677,1.08E-06,0.102,-6.341,0.0451,77.938,0.491,0
Brian Eno,Julie With - 2004 Digital Remaster,0.978,0.362,379787,0.0568,0.124,0.0476,-20.422,0.0304,98.977,0.0349,0
Brian Regan,My Jobs,0.942,0.641,345311,0.761,1.07E-05,0.709,-11.317,0.937,119.294,0.0788,0
Brick + Mortar,Train,0.0433,0.596,185030,0.729,0.151,0.135,-5.82,0.0698,149.999,0.56,0
Britney Spears,Circus,0.147,0.791,192360,0.733,0.000381,0.0713,-5.215,0.052,114.98,0.761,1
Britney Spears,From the Bottom of My Broken Heart,0.56,0.677,312533,0.665,1.01E-06,0.338,-5.171,0.0305,74.981,0.706,1
Britney Spears,Hold It Against Me,0.0103,0.648,228827,0.722,0,0.24,-4.813,0.0427,132.973,0.389,1
Britney Spears,I Wanna Go,0.00379,0.696,210267,0.546,3.80E-06,0.332,-6.55,0.0414,130.002,0.787,1
Britney Spears,Oops!...I Did It Again,0.3,0.751,211160,0.834,1.77E-05,0.355,-5.444,0.0437,95.053,0.894,1
Britney Spears,Piece of Me,0.0902,0.769,212107,0.638,0,0.0857,-5.054,0.216,115.007,0.782,1
Britney Spears,Till the World Ends,0.0228,0.693,237947,0.705,0,0.202,-5.747,0.0665,131.951,0.45,1
Britney Spears,Toxic,0.0249,0.774,198800,0.838,0.025,0.242,-3.914,0.114,143.04,0.924,1
Britney Spears,Womanizer,0.073,0.724,224400,0.695,0,0.0889,-5.226,0.0622,139,0.235,1
Brooke Valentine,"Girlfight - Remix; feat. Lil Jon, Da Brat, Remy Ma & Miss B; Explicit",0.00189,0.523,255520,0.689,0,0.383,-6.364,0.297,100.03,0.392,1
Brooks & Dunn,Ain't Nothing 'Bout You,0.144,0.326,199274,0.887,1.35E-06,0.49,-4.199,0.0565,202.354,0.706,1
Brooks & Dunn,Red Dirt Road,0.0736,0.553,260017,0.864,0.000311,0.138,-4.038,0.0414,136.128,0.437,1
Bruce Broughton,The Christmas Gift,0.904,0.0741,198627,0.0363,0.111,0.163,-27.407,0.039,64.416,0.0397,0
Bruce Faulconer,16 Rips Off Cells Tail,0.0942,0.227,238493,0.563,0.689,0.518,-11.832,0.038,132.929,0.174,0
Bruno Mars,Grenade,0.146,0.706,223253,0.558,0,0.118,-7.237,0.0593,110.443,0.227,1
Bruno Mars,It Will Rain,0.359,0.574,257848,0.824,0,0.0816,-6.885,0.0463,149.981,0.434,1
Bruno Mars,Just the Way You Are,0.0151,0.637,220733,0.843,0,0.0876,-5.413,0.0432,109.012,0.434,1
Bruno Mars,Locked Out of Heaven,0.049,0.726,233478,0.698,0,0.309,-4.165,0.0431,143.994,0.867,1
Bruno Mars,The Lazy Song,0.332,0.738,190213,0.804,0,0.279,-3.851,0.0621,174.943,0.949,1
Bruno Mars,Treasure,0.0412,0.874,178560,0.692,7.24E-05,0.324,-5.28,0.0431,116.017,0.937,1
Bruno Pelletier,De sable et de soif,0.794,0.479,227253,0.324,1.57E-06,0.0995,-7.751,0.028,137.175,0.177,0
Bruno Pelletier,On oublie,0.623,0.668,197840,0.433,3.35E-05,0.107,-9.655,0.0279,110.009,0.298,0
Bruno Pelletier,Regarde autour,0.0547,0.591,232587,0.913,0.000445,0.239,-6.871,0.0756,147.945,0.603,0
Bryan Adams,"Part Friday Night, Part Sunday Morning",0.0743,0.592,193293,0.885,0,0.0812,-3.252,0.0399,166.027,0.785,0
B-Side,A Quiet Life,0.632,0.785,172421,0.4,0.659,0.142,-9.951,0.431,70.969,0.275,0
Bubba Sparxxx,Ms. New Booty,0.016,0.64,252653,0.62,0,0.0831,-5.931,0.416,129.37,0.609,1
Buckethead,Waiting Hare,0.03,0.614,343373,0.752,0.169,0.0481,-5.988,0.0316,109.983,0.414,0
Buddy Guy,Skin Deep,0.537,0.576,268907,0.566,3.07E-05,0.152,-6.17,0.0331,135.104,0.495,0
Buena Vista Social Club,La Bayamesa,0.969,0.469,173589,0.151,3.13E-05,0.0962,-14.351,0.0276,83.922,0.328,0
Built To Spill,Randy Described Eternity,0.000234,0.342,364840,0.564,0.907,0.491,-10.065,0.0258,95.071,0.424,0
Burning Spear,Columbus - 2002 Remastered Version,0.316,0.682,217333,0.446,0.00485,0.0428,-9.384,0.221,152.088,0.928,0
Busta Rhymes,I Know What You Want,0.0142,0.648,324307,0.759,0,0.648,-4.315,0.306,85.996,0.518,1
Busta Rhymes,Pass the Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix,0.0895,0.586,238573,0.788,0,0.0684,-4.707,0.303,98.036,0.565,1
Busta Rhymes,"Touch It - Remix/Featuring Mary J. Blige, Rah Digga, Missy Elliot, Lloyd Banks, Papoose & DMX (Edited)",0.0461,0.644,240147,0.62,0,0.0931,-7.479,0.403,67.261,0.429,1
Ca$h Out,Cashin' Out,0.149,0.831,238760,0.665,0,0.0636,-3.627,0.0711,129.989,0.663,1
Cafe Jazz Deluxe,Coffee House Jazz,0.981,0.669,91267,0.0878,0.775,0.105,-23.661,0.0489,71.431,0.407,0
Caligula's Horse,Will's Song (Let the Colours Run),5.64E-05,0.55,282933,0.912,0.381,0.158,-4.672,0.075,92.465,0.52,0
Calle 13,La Madre De Los Enanos,0.252,0.724,241427,0.725,0,0.339,-8.124,0.355,90.605,0.876,0
Calvin Harris,Feel So Close - Radio Edit,0.000972,0.707,206413,0.924,0.00703,0.204,-2.842,0.031,127.937,0.919,1
Calvin Harris,How Deep Is Your Love,0.0389,0.738,212640,0.868,0.00171,0.388,-4.373,0.0731,122.003,0.336,1
Calvin Harris,I Need Your Love (feat. Ellie Goulding),0.41,0.695,234507,0.869,0,0.237,-5.066,0.0483,124.989,0.58,1
Calvin Harris,Let's Go (feat. Ne-Yo),0.00777,0.71,232800,0.882,0.00771,0.294,-2.932,0.0595,128.016,0.875,1
Calvin Harris,Sweet Nothing (feat. Florence Welch),0.197,0.573,212560,0.929,0.000112,0.0567,-3.942,0.109,127.934,0.582,1
Cam’ron,Hey Ma,0.0306,0.722,232533,0.667,6.02E-06,0.0856,-5.737,0.406,180.627,0.915,1
Cam’ron,Oh Boy,0.0287,0.75,204707,0.771,0,0.109,-5.623,0.21,83.064,0.822,1
Canned Heat,Rollin' And Tumblin' - Stereo Version,0.356,0.712,187560,0.523,0.00166,0.689,-14.68,0.0327,127.029,0.975,0
Capital Cities,Safe And Sound,0.000194,0.656,192790,0.821,0.00232,0.101,-4.838,0.0325,117.948,0.791,1
Caravan Palace,Human Leather Shoes for Crocodile Dandies,0.464,0.726,273843,0.684,0.911,0.227,-6.766,0.0322,122.003,0.485,0
Carl Philipp Emanuel Bach,II. Allegretto,0.96,0.486,274400,0.0891,0.105,0.0947,-21.155,0.0383,71.565,0.585,0
Carla Thomas,"Gee Whiz, Look at His Eyes",0.582,0.228,141840,0.358,2.84E-06,0.129,-7.161,0.0306,179.652,0.324,0
Carlo Bergonzi,Luisa Miller: O fede negar potessi... Quando le sere al placido,0.922,0.243,299880,0.2,0.000112,0.311,-16.12,0.0424,88.59,0.166,0
Carlos Mencia,Quando En Roma,0.827,0.555,286840,0.764,0,0.863,-8.022,0.932,77.791,0.738,0
Carly Rae Jepsen,Call Me Maybe,0.0123,0.778,193400,0.585,0,0.108,-6.502,0.0435,120.069,0.626,1
Carly Simon,Coming Around Again,0.632,0.631,219160,0.363,4.64E-05,0.084,-14.331,0.0336,138.367,0.266,0
Carrie Underwood,Before He Cheats,0.271,0.519,199947,0.749,0,0.119,-3.318,0.0405,147.905,0.29,1
Carrie Underwood,Blown Away,0.0909,0.531,240133,0.843,0,0.0283,-2.569,0.0429,136.991,0.392,1
Carrie Underwood,Good Girl,0.0286,0.617,205560,0.839,0,0.19,-2.849,0.0655,128.91,0.741,1
Carrie Underwood,Inside Your Heaven,0.123,0.38,243267,0.596,1.46E-06,0.132,-3.469,0.0315,134.443,0.16,1
Carrie Underwood,Undo It,0.11,0.476,177253,0.84,0,0.046,-2.259,0.058,156.254,0.648,1
Cascada,Everytime We Touch,0.00328,0.64,199867,0.989,2.07E-06,0.364,-3.707,0.0708,142.024,0.49,1
Casey Donahew,What Cowboys Do,0.113,0.496,230280,0.786,0,0.317,-3.971,0.0364,78.008,0.403,0
Casey Donahew,Nowhere Fast,0.0233,0.517,212573,0.628,0,0.0746,-7.556,0.0371,166.013,0.665,0
Céline Dion,A New Day Has Come - Radio Remix,0.0826,0.574,259773,0.691,1.65E-05,0.149,-5.103,0.035,91.969,0.195,1
Céline Dion,That's the Way It Is,0.154,0.634,241373,0.886,0,0.118,-5.424,0.0434,93.04,0.577,1
Céline Dion,Pour que tu m'aimes encore,0.326,0.537,254093,0.602,0.000115,0.0548,-8.937,0.07,180.077,0.509,0
Chamillionaire,Ridin',0.181,0.788,302000,0.808,0,0.517,-4.77,0.101,143.04,0.844,1
Chantae Cann,Craters,0.628,0.708,250427,0.225,0.00471,0.131,-16.759,0.263,92.876,0.238,0
Chantal Goya,Frimagor - Marie-Rose,0.88,0.346,215960,0.489,0.0119,0.308,-11.733,0.0336,77.588,0.463,0
Chantal Goya,Petit taureau d'Espagne,0.218,0.829,199147,0.798,2.69E-06,0.257,-3.194,0.0307,134.967,0.968,0
Charles Bradley,"Loving You, Baby - Stripped-Down Mix",0.704,0.533,340800,0.274,2.22E-05,0.109,-6.8,0.0564,160.567,0.559,0
Charles Gounod,"Ave Maria, CG 89a (After Bach)",0.965,0.157,105573,0.159,0.728,0.146,-16.889,0.0674,183.622,0.0704,0
Charles Gounod,"Roméo et Juliette / Act 2: ""Ecoute! on vient""",0.978,0.62,87627,0.0653,0.00327,0.181,-28.865,0.0397,122.856,0.663,0
Charles Ives,Set of 5 Take-offs: Song Without (Good) Words,0.992,0.445,245013,0.00326,0.733,0.0623,-36.217,0.0498,103.706,0.172,0
Charli XCX,Boom Clap,0.154,0.659,169866,0.911,0.000304,0.191,-2.28,0.0786,91.999,0.576,1
Charlie Drake,My Boomerang Won't Come Back,0.742,0.48,220173,0.535,0,0.138,-11.402,0.846,201.106,0.697,0
Charlie Puth,Marvin Gaye (feat. Meghan Trainor),0.417,0.795,190453,0.616,0,0.349,-5.281,0.06,110.015,0.815,1
Charlie Puth,LA Girls,0.359,0.869,197107,0.642,1.42E-06,0.0694,-5.03,0.0367,99.992,0.917,0
Charlotte Day Wilson,"Here You Come Again - Recorded at HOB Studios, Toronto",0.903,0.423,189660,0.224,0,0.285,-9.424,0.0722,76.801,0.147,0
Chase & Status,Lost & Not Found - Acoustic,0.855,0.607,170463,0.158,0,0.106,-13.787,0.0345,57.528,0.307,0
Cher Lloyd,Want U Back,0.0562,0.694,214573,0.891,0,0.561,-2.94,0.0949,97.939,0.563,1
Cherish,Do It To It,0.00798,0.826,226293,0.67,0,0.495,-5.559,0.169,74.007,0.794,1
Cherry Poppin' Daddies,Dr. Bones (20th Anniversary),0.0127,0.574,215868,0.92,0.000392,0.0651,-5.363,0.065,107.158,0.837,0
Chezidek,Bun' Di Ganja,0.125,0.729,251159,0.578,0,0.259,-7.106,0.259,82.039,0.802,0
Children Songs Company,Joes Way,0.257,0.619,326120,0.33,0.843,0.112,-10.277,0.0375,140.088,0.447,0
Children Songs Company,Able,0.01,0.755,232533,0.401,0.821,0.177,-13.779,0.0408,134.235,0.165,0
Children Songs Company,"O Come, Ye Faithful",0.995,0.805,154813,0.206,0.948,0.118,-13.329,0.108,119.957,0.761,0
Children Songs Company,That Doleful Night,0.893,0.765,201531,0.342,0.814,0.0971,-14.419,0.124,139.945,0.76,0
Children Songs Company,Silent Night,0.994,0.752,155573,0.111,0.943,0.108,-12.836,0.301,79.977,0.291,0
Chingy,Holidae In,0.0893,0.81,314352,0.791,0,0.0838,-5.909,0.181,153.067,0.948,1
Chingy,Pullin' Me Back,0.0825,0.786,234133,0.511,0,0.12,-6.66,0.286,80,0.587,1
Chingy,Right Thurr,0.15,0.866,249800,0.749,0,0.0591,-3.977,0.253,92.077,0.891,1
Chloe x Halle,Everywhere,0.0171,0.713,200600,0.573,1.47E-06,0.312,-6.11,0.0383,123.97,0.534,0
Choker,Windbreaker,0.859,0.597,170224,0.376,0.0212,0.21,-9.105,0.0329,119.889,0.14,0
Chorus,Gam Ganapathaye,0.197,0.857,228124,0.605,2.80E-06,0.0692,-8.213,0.337,97.977,0.406,0
Chorus,Haath Ke Sinhorva Le Le,0.591,0.764,98789,0.673,5.12E-06,0.17,-3.411,0.0552,134.925,0.949,0
Chorus,Yesuvae Yesuvae - Language: Tamil; Genre: Christian Devotional,0.945,0.56,818480,0.392,3.47E-05,0.297,-10.68,0.0281,80.01,0.592,0
Chorus,Saare Jahan Se Aacha Hindustan - Unique,0.00586,0.695,345853,0.742,2.43E-05,0.165,-5.769,0.13,101.361,0.481,0
Chorus,Prakirna Mantra,0.805,0.445,182053,0.278,5.31E-06,0.266,-8.516,0.0325,123.629,0.164,0
Chris Brown,Ayo,0.0399,0.823,225227,0.563,0,0.0851,-5.095,0.0443,98.031,0.682,1
Chris Brown,Deuces,0.0311,0.644,277013,0.739,0,0.0772,-5.103,0.137,74.154,0.231,1
Chris Brown,Don't Wake Me Up,0.0548,0.602,222307,0.691,0,0.144,-5.197,0.051,127.967,0.206,1
Chris Brown,Gimme That Remix featuring Lil' Wayne,0.0525,0.424,236480,0.624,0,0.108,-5.849,0.229,85.448,0.425,1
Chris Brown,Kiss Kiss,0.0219,0.769,251160,0.52,0,0.0762,-5.14,0.212,140.112,0.58,1
Chris Brown,Loyal (East Coast Version),0.0277,0.596,264400,0.492,1.45E-06,0.08,-5.903,0.089,99.107,0.546,1
Chris Brown,New Flame,0.0649,0.709,244133,0.638,0,0.0969,-4.3,0.0405,141.994,0.468,1
Chris Brown,Run It!,0.0246,0.85,229867,0.482,0,0.387,-6.684,0.102,100.957,0.217,1
Chris Brown,Say Goodbye,0.00164,0.805,289760,0.494,0,0.0798,-6.027,0.0363,115.049,0.408,1
Chris Brown,She Ain't You,0.0341,0.634,248107,0.716,0,0.0877,-6.502,0.128,91.039,0.619,1
Chris Brown,Turn Up the Music,0.000238,0.594,227973,0.841,2.22E-06,0.156,-5.792,0.102,129.925,0.643,1
Chris Brown,Yeah 3x,0.000393,0.712,241667,0.889,1.08E-06,0.0907,-3.206,0.0458,129.95,0.66,1
Chris Brown,Pills & Automobiles,0.119,0.82,292910,0.696,0,0.231,-4.918,0.182,144.981,0.617,0
Chris Knight,oil patch town,0.0716,0.582,187040,0.621,1.59E-06,0.162,-6.253,0.0246,96.673,0.68,0
Chris Lake,Carry Me Away (feat. Emma Hewitt) - Radio Edit,0.0111,0.698,205920,0.897,0.396,0.671,-7.583,0.0608,126.014,0.387,0
Chris Robinson Brotherhood,Sweet Sweet Lullaby,0.499,0.398,318293,0.423,0.00333,0.0961,-9.267,0.0265,139.492,0.343,0
Chris Tomlin,What Child Is This? - Live,0.818,0.388,168493,0.315,0,0.694,-10.862,0.0471,142.25,0.163,0
Chris Wandell,Personalidad,0.237,0.768,223255,0.506,0,0.122,-8.514,0.259,92.016,0.483,0
Christiane Legrand,Conseils de la fée des Lilas,0.248,0.494,119667,0.351,0,0.117,-13.996,0.0628,142.061,0.635,0
Christina Aguilera,Ain't No Other Man,0.00376,0.862,228907,0.742,0.00855,0.103,-4.722,0.222,127.91,0.511,1
Christina Aguilera,Can't Hold Us Down (feat. Lil' Kim),0.0326,0.859,255267,0.658,0.00181,0.0651,-4.481,0.192,98.989,0.538,1
Christina Aguilera,Come on over Baby (All I Want Is You) - Radio Version,0.226,0.829,203333,0.915,1.25E-05,0.246,-3.205,0.106,118.903,0.779,1
Christina Aguilera,I Turn to You,0.38,0.599,273707,0.47,0,0.111,-8.356,0.0376,127.177,0.298,1
Christina Aguilera,"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",0.0174,0.751,264847,0.766,8.07E-06,0.658,-3.594,0.0515,109.897,0.673,1
Christina Aguilera,What a Girl Wants,0.0684,0.754,215800,0.819,0,0.345,-6.833,0.112,142.137,0.818,1
Christina Milian,Dip It Low,0.0111,0.791,201000,0.725,0.000191,0.0882,-4.244,0.076,84.57,0.554,1
Christina Perri,A Thousand Years,0.309,0.421,285120,0.407,0.000961,0.11,-7.445,0.0267,139.028,0.161,1
Christina Pluhar,"Pluhar: Orfeo Chamán, Act 2: ""Cubrámonos con cenizas"" (Orfeo, Nahual, Aristeo)",0.937,0.289,407853,0.0951,0,0.121,-15.679,0.0327,167.409,0.134,0
Christophe Rousset,Quatuor No. 3 in G Major: II. Légérement,0.91,0.425,231133,0.171,0.00307,0.22,-21.722,0.0347,98.895,0.517,0
Christopher Cross,Ride Like the Wind,0.347,0.669,275507,0.707,0.000716,0.0997,-13.66,0.0478,124.335,0.806,0
Chuck Berry,Lady B. Goode,0.021,0.587,175561,0.952,0,0.302,-3.522,0.109,154.985,0.868,0
Chuck Berry,Nadine - Single Version,0.779,0.709,153400,0.698,7.97E-05,0.0933,-11.105,0.0359,141.151,0.97,0
Ciara,Body Party,0.0143,0.577,234040,0.576,0,0.602,-6.299,0.0563,133.973,0.12,1
Ciara,Get Up (feat. Chamillionaire),0.0248,0.964,261880,0.595,5.14E-06,0.0405,-6.887,0.109,128.593,0.629,1
Ciara,Goodies,0.0277,0.826,223000,0.647,1.52E-06,0.298,-6.306,0.0491,102.017,0.872,1
Ciara,Like a Boy,0.267,0.701,237053,0.724,0,0.0867,-5.751,0.145,132.035,0.425,1
Ciara,Oh,0.000298,0.8,256347,0.496,0,0.0697,-7.135,0.0506,128.29,0.357,1
City and Colour,Body in a Box,0.362,0.497,252120,0.473,2.71E-05,0.0619,-7.576,0.026,133.032,0.351,0
City Morgue,Caligula,0.000779,0.614,143987,0.738,0,0.338,-7.264,0.0469,134.919,0.171,0
City of the Sun,To the Sun and All the Cities in Between,0.689,0.399,284020,0.205,0.923,0.0961,-20.563,0.035,128.925,0.0653,0
ClariS,clever,0.0669,0.473,259907,0.955,0.0485,0.376,-2.287,0.0803,90.996,0.482,0
Clean Bandit,Rather Be (feat. Jess Glynne),0.162,0.799,227833,0.586,2.03E-06,0.193,-6.735,0.0377,120.97,0.549,1
Clint Black,Desperado - (Live),0.716,0.424,244093,0.313,0,0.951,-11.334,0.0359,115.084,0.374,0
Clint Mansell,First Snow (feat. Kronos Quartet),0.894,0.198,188507,0.169,0.918,0.0935,-18.467,0.0369,65.883,0.057,0
Cobra Starship,Good Girls Go Bad (feat. Leighton Meester),0.0116,0.594,196413,0.874,0,0.549,-3.716,0.0815,119.964,0.628,1
Cobra Starship,You Make Me Feel... - feat. Sabi,0.0191,0.668,215693,0.857,6.71E-06,0.0385,-2.944,0.0535,131.959,0.748,1
Cock Sparrer,"I Fit Central Heating (Working, Pt. 2)",0.0115,0.553,241253,0.879,0,0.443,-4.777,0.0382,120.003,0.843,0
Colbie Caillat,Bubbly,0.594,0.664,196280,0.491,0,0.11,-6.544,0.042,127.97,0.24,1
Colbie Caillat,Realize,0.142,0.699,244107,0.607,0,0.105,-6.312,0.0347,123.95,0.156,1
Coldplay,A Sky Full of Stars,0.00713,0.551,268467,0.636,0.00203,0.217,-7.125,0.0281,124.996,0.153,1
Coldplay,Clocks,0.599,0.577,307880,0.749,0.0112,0.183,-7.215,0.0279,130.969,0.261,1
Coldplay,Speed of Sound,0.00491,0.523,287907,0.898,0.0345,0.0746,-6.765,0.0567,123.085,0.355,1
Coldplay,Viva La Vida,0.0941,0.485,242373,0.619,3.31E-06,0.109,-7.115,0.0289,138.017,0.416,1
Colleen,Captain Of None,0.977,0.855,357282,0.381,0.812,0.0938,-12.339,0.0489,104.714,0.348,0
Collie Buddz,Payback's a B**ch,0.084,0.806,191937,0.779,0,0.0695,-4.746,0.0637,104.045,0.82,0
Colter Wall,Codeine Dream,0.943,0.623,217846,0.144,0.0509,0.107,-14.951,0.0317,92.763,0.479,0
Conway Twitty,I See The Want In Your Eyes,0.794,0.46,169400,0.285,4.59E-06,0.197,-11.168,0.0254,97.426,0.397,0
Corey Voss,Canyons - Live,0.0228,0.328,307533,0.628,0,0.1,-6.296,0.0346,172.002,0.0849,0
Corina Smith,Completa,0.33,0.619,198432,0.676,0,0.0981,-3.143,0.161,187.841,0.472,0
Corina Smith,Escape (feat. Gustavo Elis),0.436,0.501,233546,0.851,0,0.163,-4.074,0.267,171.708,0.653,0
Cornell Campbell,Never Found a Girl,0.68,0.683,234400,0.686,0.172,0.166,-8.749,0.0351,89.408,0.92,0
Craig David,7 Days,0.23,0.659,235133,0.812,0,0.0951,-7.499,0.0487,83.013,0.888,1
Craig David,Fill Me In,0.373,0.683,257200,0.748,0.00881,0.06,-6.981,0.0366,132.486,0.828,1
Craig Morgan,If Not Me,0.344,0.493,200360,0.553,0,0.0872,-4.107,0.0285,151.656,0.33,0
Crazy Town,Butterfly,0.00132,0.736,216733,0.811,0.000142,0.107,-4.17,0.081,103.502,0.609,1
Creed,Higher,5.15E-05,0.459,316733,0.83,0.00014,0.206,-6.254,0.0364,155.826,0.431,1
Creed,My Sacrifice,0.000101,0.32,294600,0.88,4.31E-06,0.076,-6.035,0.0504,146.349,0.257,1
Creed,One Last Breath,0.00841,0.386,238240,0.677,0.00366,0.341,-5.83,0.0346,126.602,0.195,1
Creed,With Arms Wide Open,0.00425,0.41,274800,0.539,0.00089,0.117,-8.412,0.0302,138.852,0.141,1
Creedence Clearwater Revival,Born On The Bayou,0.0686,0.678,314667,0.386,0.109,0.108,-15.991,0.0464,117.303,0.552,0
Crime Mob,Rock Yo Hips,0.0869,0.847,226547,0.667,0,0.443,-5.7,0.17,77.492,0.707,1
Crywank,Only Everyone Can Judge Me,0.95,0.484,150533,0.317,0.0275,0.11,-15.217,0.0396,136.711,0.177,0
Cultura Profética,Rompiendo el Letargo,0.412,0.849,418573,0.556,0.0148,0.0631,-7.008,0.0419,117.255,0.743,0
Culture Club,Do You Really Want To Hurt Me,0.0815,0.744,262173,0.376,0,0.108,-14.996,0.0366,100.78,0.42,0
Current Joys,A Different Age,0.637,0.627,412418,0.371,0.0643,0.0759,-10.621,0.0269,143.935,0.361,0
D.OZI,Bouncer Permiso,0.447,0.715,198290,0.816,0,0.252,-6.716,0.169,168.012,0.761,0
D12,My Band,0.497,0.851,298773,0.849,2.05E-06,0.116,-3.383,0.0828,120.014,0.844,1
Da Brat,What'chu Like,0.017,0.879,221160,0.681,0,0.0669,-8.951,0.24,99.974,0.817,1
Daddy Yankee,Rompe,0.0793,0.701,188627,0.866,1.53E-06,0.0617,-5.179,0.108,176.041,0.569,1
Daddy Yankee,Papi Lover,0.0405,0.797,221027,0.723,0,0.0447,-3.101,0.0696,91.989,0.594,0
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers),0.0378,0.81,369627,0.793,1.82E-06,0.072,-9.404,0.0403,116.049,0.863,1
Dalmata,Dulce Carita (feat. Zion Y Lennox),0.0934,0.721,230667,0.723,0,0.0989,-6.236,0.0545,92.984,0.488,0
Damu The Fudgemunk,Tea Thyme,0.142,0.682,162678,0.762,0.859,0.232,-10.581,0.0482,91.098,0.639,0
Dan Cummins,She's Just Like Her Mom,0.797,0.698,108203,0.694,0,0.951,-6.792,0.904,84.009,0.698,0
Daniel Caesar,Violet,0.748,0.688,144000,0.425,0.00548,0.101,-8.134,0.027,129.975,0.179,0
Daniel Lavoie,Weak For Love,0.49,0.398,212000,0.309,0.22,0.119,-13.542,0.0319,148.337,0.118,0
Daniel Lee,Southern Mother Fucker,0.12,0.705,198594,0.67,0,0.377,-5.421,0.0574,118.995,0.597,0
Daniel Levi,A Force De,0.35,0.637,268373,0.547,0.00204,0.157,-7.436,0.0381,110.017,0.35,0
DaniLeigh,Easy - Remix,0.195,0.799,186587,0.301,0,0.0816,-11.361,0.185,100.026,0.511,0
Danity Kane,Damaged,0.0912,0.774,244267,0.653,0,0.151,-5.158,0.05,120.01,0.818,1
Danity Kane,Show Stopper,0.0133,0.755,229240,0.408,0,0.33,-10.33,0.187,76.034,0.465,1
Danny Brown,Ain't it Funny,0.0108,0.483,177025,0.841,2.71E-06,0.382,-5.115,0.0964,114.382,0.204,1
Darlene Zschech,My Jesus I Love Thee (I Love You Jesus) - Live,0.484,0.164,478360,0.408,2.29E-05,0.691,-8.25,0.0321,136.826,0.0796,0
Darryl Worley,Have You Forgotten?,0.053,0.466,242293,0.61,0,0.117,-5.937,0.0354,160.225,0.366,1
Darshan Raval,"Ek Ladki Ko Dekha Toh Aisa Laga (From ""Ek Ladki Ko Dekha Toh Aisa Laga"")",0.757,0.537,155172,0.604,0,0.322,-7.576,0.054,173.915,0.41,0
Daryl Hall & John Oates,When the Morning Comes,0.528,0.454,191493,0.417,1.39E-05,0.126,-14.159,0.0378,74.072,0.819,0
Dash Y Cangri,My Lova,0.3,0.679,196235,0.621,0,0.129,-7.182,0.279,170.053,0.658,0
Daughtry,Feels Like Tonight,0.000822,0.483,238701,0.907,0,0.117,-3.166,0.045,130.984,0.352,1
Daughtry,Home,0.0021,0.45,255652,0.849,1.61E-06,0.195,-3.881,0.0344,143.904,0.336,1
Daughtry,It's Not Over,0.0503,0.428,214831,0.919,0,0.245,-3.245,0.0618,145.927,0.294,1
Daughtry,Life After You,0.0534,0.434,206413,0.764,0,0.437,-3.45,0.0299,51.316,0.309,1
Daughtry,No Surprise,0.00741,0.508,270640,0.823,0,0.104,-3.711,0.031,95.98,0.152,1
David August,Epikur - Original,0.0122,0.556,490725,0.598,0.905,0.269,-11.109,0.0311,117.989,0.142,0
David Crowder Band,Our Love Is Loud - Can You Hear Us Album Version,0.00201,0.569,286560,0.863,6.77E-05,0.279,-5.262,0.0957,120,0.172,0
David Guetta,Bad (feat. Vassy) - Radio Edit,0.00125,0.614,170625,0.972,0.0186,0.328,-3.927,0.088,127.966,0.411,1
David Guetta,Sexy Bitch (feat. Akon),0.076,0.813,195853,0.627,0.000616,0.131,-5.018,0.0486,130.011,0.801,1
David Guetta,Titanium (feat. Sia),0.069,0.599,245041,0.803,0.137,0.129,-3.641,0.0986,126.057,0.233,1
David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),0.0292,0.662,210081,0.873,0,0.224,-3.116,0.0395,129.902,0.592,1
David Guetta,Without You (feat. Usher),0.211,0.606,208135,0.612,3.70E-06,0.128,-3.676,0.028,127.882,0.477,1
David Guetta,Don't Leave Me Alone (feat. Anne-Marie) - Oliver Heldens Remix,0.0079,0.739,204224,0.818,5.56E-05,0.359,-6.717,0.0612,125.965,0.155,0
Dean Evenson,Tree over River,0.989,0.17,587307,0.115,0.929,0.113,-20.351,0.0408,76.047,0.109,0
